City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Strzelce Krajenskie,PL,52.8773,15.5298,61.59,57,95,11.05,overcast clouds
351,Berlevag,NO,70.8578,29.0864,55.35,82,75,10.36,broken clouds
352,Jalu,LY,29.0331,21.5482,88.29,25,0,8.61,clear sky
353,Sampit,ID,-2.5333,112.95,77.43,75,93,3.56,overcast clouds
354,Panama City,PA,8.9936,-79.5197,79.45,81,100,3.87,overcast clouds
355,Tahoua,NE,14.8888,5.2692,80.98,67,100,10.31,overcast clouds
356,Warwick,US,41.7001,-71.4162,71.1,88,100,0.0,overcast clouds
357,Kisangani,CD,0.5167,25.2,79.57,71,96,0.89,overcast clouds
358,Marsa Matruh,EG,31.3525,27.2453,82.6,65,0,5.75,clear sky
359,Filadelfia,US,39.9523,-75.1638,71.96,95,100,1.01,overcast clouds
360,Mehamn,NO,71.0357,27.8492,55.31,82,100,12.66,overcast clouds
361,Tucumcari,US,35.1717,-103.725,78.64,31,0,4.61,clear sky
362,Hof,DE,50.3167,11.9167,70.48,47,0,3.44,clear sky
363,Bondo,CD,3.8146,23.6866,76.59,81,100,0.65,overcast clouds
364,Bereznik,RU,62.8551,42.7072,70.18,46,69,4.41,broken clouds
365,Novara,IT,45.5853,8.5778,84.38,52,20,10.36,few clouds
366,Saiha,IN,22.4833,92.9667,84.88,72,42,0.92,scattered clouds
367,Mantua,IT,45.1667,10.7833,87.04,58,16,10.0,few clouds
368,Bathsheba,BB,13.2167,-59.5167,81.21,92,75,21.85,broken clouds
369,Labuhan,ID,-6.8844,112.2051,81.61,75,100,8.57,light rain
370,Mahibadhoo,MV,3.7833,72.9667,82.26,73,92,6.02,heavy intensity rain
371,Atar,MR,20.5169,-13.0499,95.34,10,20,13.78,few clouds
372,Veraval,IN,20.9,70.3667,84.04,79,100,17.47,overcast clouds
373,Kurumkan,RU,54.3,110.3,75.61,44,20,2.86,few clouds
374,Shu,KZ,43.5983,73.7614,101.84,9,29,10.02,scattered clouds
375,Ribeira Grande,PT,38.5167,-28.7,70.2,88,40,6.91,scattered clouds
376,Kirando,TZ,-7.4167,30.6,76.96,49,1,14.2,clear sky
377,Shingu,JP,33.7333,135.9833,82.74,73,100,7.4,overcast clouds
378,Mitoc,RO,48.1,27.0333,65.7,43,61,14.81,broken clouds
379,Muzaffarabad,PK,34.37,73.4711,92.17,49,31,5.91,scattered clouds
380,Port-Cartier,CA,50.0334,-66.8654,55.74,90,86,4.65,overcast clouds
381,Cuenca,EC,-2.8833,-78.9833,52.88,95,100,2.93,overcast clouds
382,Maua,BR,-23.6678,-46.4614,71.89,55,100,7.85,overcast clouds
383,Cherskiy,RU,68.75,161.3,41.41,45,45,20.78,scattered clouds
384,Ushtobe,KZ,45.2514,77.9838,101.91,10,3,14.72,clear sky
385,Cockburn Town,TC,21.4612,-71.1419,81.43,86,4,21.94,clear sky
386,Nagayo,JP,32.8242,129.8861,81.75,74,75,2.3,broken clouds
387,Aripuana,BR,-9.1667,-60.6333,74.64,64,36,1.54,scattered clouds
388,Pangnirtung,CA,66.1451,-65.7125,47.26,69,100,1.05,overcast clouds
389,Kupang,ID,-10.1667,123.5833,80.56,65,19,13.22,few clouds
390,Alindao,CF,5.0267,21.2088,72.91,91,100,1.32,overcast clouds
391,Algiers,DZ,36.7525,3.042,80.42,61,0,6.17,clear sky
392,Skibbereen,IE,51.55,-9.2667,66.11,83,100,7.45,overcast clouds
393,Southampton,GB,50.904,-1.4043,74.61,60,0,5.75,clear sky
394,Jepelacio,PE,-6.1167,-76.95,61.41,99,42,0.69,scattered clouds
395,Pedreira,BR,-22.7419,-46.9014,66.87,57,100,4.12,overcast clouds
396,Jha Jha,IN,24.7667,86.3667,97.02,45,76,18.32,broken clouds
397,Grindavik,IS,63.8424,-22.4338,50.47,93,75,6.91,broken clouds
398,Chanika,TZ,-5.4167,38.0167,75.81,48,70,10.29,broken clouds
399,Komsomolskiy,UZ,40.4272,71.7189,99.32,14,0,6.91,clear sky
400,Astoria,US,46.1879,-123.8313,58.93,82,100,8.05,overcast clouds
401,Barabinsk,RU,55.3571,78.357,67.68,59,51,12.95,broken clouds
402,Talnakh,RU,69.4865,88.3972,69.21,40,100,14.2,overcast clouds
403,Tinaquillo,VE,9.9186,-68.3047,70.54,96,100,2.46,overcast clouds
404,Boysun,UZ,38.2061,67.1986,95.47,11,0,7.7,clear sky
405,Trairi,BR,-3.2778,-39.2689,74.52,83,57,10.04,broken clouds
406,Bilma,NE,18.6853,12.9164,92.53,34,11,4.18,few clouds
407,Kargopol,RU,61.5071,38.9456,64.45,54,100,5.97,overcast clouds
408,Luwuk,ID,-0.9516,122.7875,81.39,78,85,7.36,overcast clouds
409,Salisbury,GB,51.0693,-1.7957,75.56,61,50,10.36,scattered clouds
410,Aksu,CN,41.1231,80.2644,92.26,17,2,4.36,clear sky
411,Arlit,NE,18.7369,7.3853,88.47,39,2,2.1,clear sky
412,Heze,CN,35.2431,115.4411,91.63,50,12,11.77,few clouds
413,Bourail,NC,-21.5667,165.4833,65.79,74,5,5.91,clear sky
414,Malakal,SS,9.5334,31.6605,83.66,63,91,2.8,overcast clouds
415,Changji,CN,44.0167,87.3167,97.59,14,20,8.95,few clouds
416,Westport,US,41.1415,-73.3579,75.09,94,100,0.0,overcast clouds
417,Kangaatsiaq,GL,68.3065,-53.4641,40.62,85,22,7.4,few clouds
418,Alanya,TR,36.5438,31.9998,87.93,43,0,6.73,clear sky
419,Ostrovnoy,RU,68.0531,39.5131,67.6,55,2,10.67,clear sky
420,Dukat,RU,62.55,155.55,67.75,65,99,10.85,overcast clouds
421,Biltine,TD,14.5333,20.9167,83.68,59,29,9.69,scattered clouds
422,Zhuzhou,CN,27.8333,113.15,91.53,89,100,5.46,overcast clouds
423,Urucui,BR,-7.2294,-44.5561,68.56,63,50,3.62,scattered clouds
424,Hattiesburg,US,31.3271,-89.2903,72.45,97,0,0.0,mist
425,Tilichiki,RU,60.4667,166.1,55.2,89,100,6.04,overcast clouds
426,Sibiti,CG,-3.6819,13.3499,68.85,77,100,1.77,overcast clouds
427,Dabou,CI,5.3256,-4.3769,75.99,86,100,10.04,light rain
428,Pontianak,ID,-0.0333,109.3333,87.78,62,40,3.44,scattered clouds
429,Lagoa,PT,39.05,-27.9833,70.02,87,100,11.88,overcast clouds
430,Tambacounda,SN,13.7539,-13.7586,82.45,78,20,9.22,few clouds
431,Mabaruma,GY,8.2,-59.7833,71.37,100,23,2.82,few clouds
432,Umm Kaddadah,SD,13.6017,26.6876,86.86,43,86,11.23,overcast clouds
433,Goderich,CA,43.7501,-81.7165,64.9,77,100,4.61,overcast clouds
434,Luang Prabang,LA,19.8856,102.1347,96.76,56,75,6.91,broken clouds
435,Formosa Do Rio Preto,BR,-11.0483,-45.1931,61.52,58,0,2.66,clear sky
436,Olafsvik,IS,64.8945,-23.7142,50.5,89,84,6.08,broken clouds
437,Kolpashevo,RU,58.3131,82.9089,60.17,81,100,5.79,light rain
438,Arak,IR,34.0917,49.6892,88.56,15,0,11.5,clear sky
439,Ixtapa,MX,20.7,-105.2,79.83,78,75,1.01,broken clouds
440,Mount Hagen,PG,-5.8581,144.2274,68.76,78,40,10.36,haze
441,Anapolis,BR,-16.3267,-48.9528,58.6,67,0,5.75,clear sky
442,Agadir,MA,30.4202,-9.5982,70.25,74,21,4.63,few clouds
443,Port Alberni,CA,49.2413,-124.8028,58.84,87,100,1.99,overcast clouds
444,Ruteng,ID,-8.6136,120.4721,65.14,84,90,0.81,overcast clouds
445,Lorengau,PG,-2.0226,147.2712,83.52,74,96,8.32,overcast clouds
446,Ewa Beach,US,21.3156,-158.0072,78.75,81,75,13.8,broken clouds
447,Antofagasta,CL,-23.65,-70.4,52.88,70,0,5.79,clear sky
448,Gasa,PS,31.5,34.4667,88.88,53,0,8.48,clear sky
449,Hare Bay,CA,48.8499,-54.0148,55.0,89,79,4.7,broken clouds
450,Nassau,US,40.7507,-73.5829,75.07,78,100,5.75,overcast clouds
451,Kirakira,SB,-10.4544,161.9205,79.54,83,18,10.58,few clouds
452,Fortuna,US,40.5982,-124.1573,58.98,88,29,1.01,scattered clouds
453,San Luis,AR,-33.295,-66.3356,36.61,52,0,8.79,clear sky
454,Hofn,IS,64.2539,-15.2082,51.82,82,75,5.75,broken clouds
455,Baherden,TM,38.4362,57.4316,106.36,8,0,13.69,clear sky
456,Poole,GB,50.7167,-2.0,75.38,68,0,9.22,clear sky
457,Mount Isa,AU,-20.7333,139.5,74.97,29,0,4.61,clear sky
458,Kuandian,CN,40.7286,124.7847,76.26,85,20,7.4,few clouds
459,Kemijarvi,FI,66.7131,27.4306,64.42,53,34,5.26,scattered clouds
460,Muriti,TZ,-1.9833,32.9167,72.54,58,15,14.47,few clouds
461,Flinders,AU,-34.5833,150.8552,62.38,45,4,8.03,clear sky
462,Grand Gaube,MU,-20.0064,57.6608,72.37,70,42,11.99,scattered clouds
463,Omsukchan,RU,62.5333,155.8,68.61,71,90,10.0,light rain
464,Middelburg,ZA,-25.7751,29.4648,54.57,44,0,1.88,clear sky
465,Urrao,CO,6.3152,-76.1342,57.06,98,100,1.25,moderate rain
466,San Quintin,MX,30.4833,-115.95,67.32,86,60,7.14,broken clouds
467,San Rafael,AR,-34.6177,-68.3301,39.27,38,46,7.54,scattered clouds
468,Salcininkai,LT,54.3,25.3833,59.09,91,100,6.42,overcast clouds
469,Mananjary,MG,-21.2167,48.3333,73.33,60,73,11.56,broken clouds
470,Madona,LV,56.8533,26.217,63.45,53,18,8.5,few clouds
471,Souillac,MU,-20.5167,57.5167,68.38,94,75,11.5,light rain
472,Red Bluff,US,40.1785,-122.2358,79.48,31,0,3.44,clear sky
473,Sulya,IN,12.5667,75.3833,80.6,84,100,5.32,heavy intensity rain
474,Port Hardy,CA,50.6996,-127.4199,51.8,93,20,2.3,few clouds
475,Registro,BR,-24.4875,-47.8436,72.93,51,100,2.98,overcast clouds
476,Payson,US,40.0444,-111.7321,79.27,44,0,4.61,clear sky
477,Ndele,CF,8.4109,20.6473,75.65,89,96,4.9,light rain
478,Marsaxlokk,MT,35.8419,14.5431,88.41,40,0,4.61,clear sky
479,Deventer,NL,52.25,6.15,68.11,65,48,1.3,scattered clouds
480,Ketchikan,US,55.3422,-131.6461,53.58,93,0,0.0,clear sky
481,Belaya Gora,RU,68.5333,146.4167,58.59,41,99,12.28,overcast clouds
482,Matay,EG,28.419,30.7792,88.56,32,0,14.12,clear sky
483,Road Town,VG,18.4167,-64.6167,80.69,78,0,20.54,clear sky
484,Eureka,US,40.8021,-124.1637,59.25,86,12,3.0,few clouds
485,Borovsk,RU,55.2064,36.4861,66.38,64,81,1.5,light rain
486,Waynesville,US,35.4887,-82.9887,66.85,90,4,1.99,clear sky
487,Artvin,TR,41.1667,41.8333,73.22,77,90,4.83,overcast clouds
488,Tupik,RU,54.4253,119.9327,74.3,76,100,3.53,light rain
489,Zaysan,KZ,47.4667,84.8667,89.04,23,97,11.43,overcast clouds
490,Lasa,IT,46.6166,10.7002,75.69,42,1,0.81,clear sky
491,Samarai,PG,-10.6167,150.6667,79.2,85,24,14.41,few clouds
492,Ramsar,IR,36.9226,50.6426,87.24,66,0,9.22,clear sky
493,Svit,SK,49.0601,20.2069,61.9,44,40,8.05,scattered clouds
494,Harrogate,GB,53.9908,-1.5373,72.16,72,0,2.3,clear sky
495,Josanicka Banja,RS,43.3895,20.7503,74.5,42,53,4.97,broken clouds
496,Konevo,RU,62.1215,39.3192,65.66,52,100,6.87,overcast clouds
497,Gunjur,GM,13.2019,-16.7339,80.67,83,75,6.91,broken clouds
498,Mbini,GQ,1.574,9.6134,78.64,80,100,9.78,overcast clouds
499,Salalah,OM,17.0151,54.0924,80.69,83,100,6.91,overcast clouds
500,Morozovsk,RU,48.3539,41.8261,87.91,41,0,9.42,clear sky
501,Bahia Blanca,AR,-38.7196,-62.2724,41.54,50,4,15.99,clear sky
502,Saskylakh,RU,71.9167,114.0833,63.0,46,100,12.17,overcast clouds
503,Carutapera,BR,-1.195,-46.02,74.64,93,15,3.69,few clouds
504,Tocopilla,CL,-22.092,-70.1979,57.81,64,0,8.23,clear sky
505,Mogadishu,SO,2.0371,45.3438,78.67,73,75,17.27,broken clouds
506,Rio Gallegos,AR,-51.6226,-69.2181,30.25,80,0,0.0,clear sky
507,Sangar,RU,63.9242,127.4739,80.11,70,100,1.3,light rain
508,Nortelandia,BR,-14.4547,-56.8028,70.07,59,0,1.7,clear sky
509,Khorixas,NA,-20.3667,14.9667,67.75,27,0,21.92,clear sky
510,Sadove,UA,46.2487,30.1795,77.16,46,0,19.17,clear sky
511,Quang Ngai,VN,15.1167,108.8,91.13,64,85,6.33,overcast clouds
512,Erzurum,TR,40.0,41.5,71.28,42,0,7.56,clear sky
513,Yorba Linda,US,33.8886,-117.8131,79.39,81,0,4.61,clear sky
514,Bakchar,RU,57.0186,82.0711,60.55,61,66,10.51,broken clouds
515,Boende,CD,-0.2167,20.8667,73.58,90,100,0.43,overcast clouds
516,Payyannur,IN,12.1,75.2,82.15,78,100,10.8,moderate rain
517,Vestmannaeyjar,IS,63.4427,-20.2734,50.92,81,20,2.51,few clouds
518,Cumberland,US,35.0502,-78.8664,73.8,92,0,4.61,clear sky
519,Bocaiuva,BR,-17.1078,-43.815,55.11,84,37,3.38,scattered clouds
520,Avanigadda,IN,16.0215,80.9181,87.69,58,100,10.31,heavy intensity rain
521,Pasighat,IN,28.0667,95.3333,90.0,74,71,4.45,broken clouds
522,Hambantota,LK,6.1241,81.1185,93.54,66,40,12.66,scattered clouds
523,Catuday,PH,16.2923,119.8062,83.41,74,100,6.6,overcast clouds
524,Conakry,GN,9.538,-13.6773,77.07,100,75,2.3,thunderstorm with light rain
525,Seoul,KR,37.5683,126.9778,85.39,60,0,9.22,clear sky
526,Juba,SS,4.8517,31.5825,80.17,69,71,0.89,broken clouds
527,Doha,QA,25.2867,51.5333,107.91,51,5,8.05,clear sky
528,Deputatskiy,RU,69.3,139.9,55.72,49,100,4.23,overcast clouds
529,Gazanjyk,TM,39.2446,55.5154,108.93,8,0,16.71,clear sky
530,Kieta,PG,-6.2167,155.6333,78.89,85,58,5.88,light rain
531,Olavarria,AR,-36.8927,-60.3225,34.02,84,5,11.63,clear sky
532,Raudeberg,NO,61.9875,5.1352,54.95,84,100,23.2,light rain
533,Tabou,CI,4.423,-7.3528,75.51,85,100,9.64,overcast clouds
534,Sabang,ID,5.8933,95.3214,83.55,74,47,15.32,scattered clouds
535,Morgan City,US,29.6994,-91.2068,72.0,89,0,0.85,clear sky
536,Luau,AO,-10.7073,22.2247,72.72,30,3,10.4,clear sky
537,Swellendam,ZA,-34.0226,20.4417,72.34,32,3,10.36,clear sky
538,Kapit,MY,2.0167,112.9333,85.21,62,100,3.04,overcast clouds
539,Nuuk,GL,64.1835,-51.7216,43.41,87,75,3.44,broken clouds
540,Astana,KZ,51.1801,71.446,82.35,39,75,24.61,broken clouds
541,Buala,SB,-8.145,159.5921,80.35,81,69,10.07,light rain
542,Kushmurun,KZ,52.4503,64.6311,76.3,61,74,11.01,broken clouds
543,Alyangula,AU,-13.8483,136.4192,73.53,74,65,12.06,broken clouds
544,Menongue,AO,-14.6585,17.691,65.08,33,2,10.36,clear sky
545,Port Hawkesbury,CA,45.6169,-61.3485,67.12,69,0,12.66,clear sky
546,Alugan,PH,12.2188,125.4808,84.11,79,100,3.53,overcast clouds
547,Arman,RU,59.7,150.1667,71.02,87,37,6.91,scattered clouds
548,Pozo Colorado,PY,-23.4923,-58.7972,44.71,94,94,4.61,overcast clouds
549,Tsiroanomandidy,MG,-18.7667,46.0333,73.17,41,2,11.81,clear sky
550,Turukhansk,RU,65.8167,87.9833,64.78,52,98,11.99,overcast clouds
551,Aanekoski,FI,62.6946,25.818,57.85,100,99,6.13,overcast clouds
552,Vanimo,PG,-2.6741,141.3028,77.16,88,100,1.63,overcast clouds
553,Puerto El Triunfo,SV,13.2833,-88.55,77.05,83,100,4.43,overcast clouds
554,Geraldton,AU,-28.7667,114.6,68.41,64,40,12.66,scattered clouds
555,Loukhi,RU,66.0764,33.0381,67.57,44,90,8.08,overcast clouds
556,Progreso,MX,21.2833,-89.6667,77.11,87,88,6.98,overcast clouds
557,Charters Towers,AU,-20.1,146.2667,67.86,54,57,8.52,broken clouds
558,Steamboat Springs,US,40.485,-106.8317,65.7,70,0,0.0,clear sky
559,Eenhana,NA,-17.4667,16.3333,65.39,30,0,14.23,clear sky
560,Luoyang,CN,34.6836,112.4536,98.67,31,98,6.44,overcast clouds
561,Muyezerskiy,RU,63.9333,31.65,58.15,77,77,10.56,broken clouds
562,Joao Neiva,BR,-19.7575,-40.3856,62.76,94,2,2.71,clear sky
563,Mangai,CD,-4.05,19.5333,87.3,46,12,2.62,few clouds
564,Makakilo City,US,21.3469,-158.0858,77.32,81,75,13.8,broken clouds
565,Lavrentiya,RU,65.5833,-171.0,49.93,80,100,2.55,light rain
566,Warrnambool,AU,-38.3833,142.4833,47.8,70,32,22.08,scattered clouds
567,Mareeba,AU,-17.0,145.4333,66.92,82,45,4.43,scattered clouds
568,Usiacuri,CO,10.75,-74.9833,79.32,93,47,2.17,scattered clouds
569,Henties Bay,NA,-22.116,14.2845,75.61,28,0,25.23,clear sky
570,Moose Factory,CA,51.2585,-80.6094,53.6,100,20,4.61,fog
571,Novo Aripuana,BR,-5.1206,-60.3797,73.49,85,54,1.12,broken clouds
572,Bremerton,US,47.5673,-122.6326,62.06,81,75,0.0,broken clouds
573,Dzaoudzi,YT,-12.7887,45.2699,80.49,65,75,14.97,broken clouds
574,Bahia Honda,CU,22.9036,-83.1592,76.66,87,15,4.12,light rain
575,Khorinsk,RU,52.1657,109.7726,82.2,21,4,6.6,clear sky
576,Dali,CN,25.7,100.1833,81.01,53,100,6.29,overcast clouds
577,Nouakchott,MR,18.0858,-15.9785,75.13,84,12,16.15,few clouds
578,Nueva Gerona,CU,21.8833,-82.8,79.41,76,16,4.03,few clouds
579,Port Moresby,PG,-9.4431,147.1797,80.02,83,75,11.5,haze
580,Upington,ZA,-28.4478,21.2561,64.78,36,0,16.11,clear sky
581,Dalby,AU,-27.1833,151.2667,63.99,43,100,1.01,overcast clouds
582,Sivaki,RU,52.6333,126.75,79.7,59,73,6.46,broken clouds
583,Ayagoz,KZ,47.9714,80.4392,94.87,14,58,24.92,broken clouds
584,Kilindoni,TZ,-7.9139,39.6668,75.34,78,59,18.95,light rain
585,Barretos,BR,-20.5572,-48.5678,65.57,50,100,5.59,overcast clouds
586,Kalevala,RU,65.2,31.1667,65.07,53,36,6.49,light rain
587,Manicore,BR,-5.8092,-61.3003,73.35,94,0,0.0,clear sky
588,Venado Tuerto,AR,-33.7456,-61.9688,36.77,75,1,6.53,clear sky
589,Bugyi,HU,47.2275,19.1466,75.88,24,0,11.16,clear sky
590,Marzuq,YE,14.4,46.4667,92.93,23,97,11.14,overcast clouds
591,Buraydah,SA,26.326,43.975,104.45,8,51,10.8,broken clouds
592,El Tocuyo,VE,9.7873,-69.7937,71.17,89,100,5.23,overcast clouds
593,Sosnogorsk,RU,63.6023,53.8817,78.15,34,2,7.43,clear sky
594,Bonavista,CA,48.6499,-53.1147,56.01,84,74,7.92,broken clouds
595,Nioro,GM,13.35,-15.75,80.71,73,95,10.2,overcast clouds
596,Dunedin,NZ,-45.8742,170.5036,53.8,44,70,11.99,broken clouds
597,Nyurba,RU,63.2842,118.3319,67.71,86,99,4.47,light rain
598,Chara,RU,56.9064,118.2631,71.24,74,100,3.13,light rain
599,Zeya,RU,53.75,127.2667,77.59,75,96,5.21,light rain
600,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.01,79,66,14.34,broken clouds
601,Salina Cruz,MX,16.1667,-95.2,76.71,76,82,8.32,broken clouds
602,Acajutla,SV,13.5928,-89.8275,77.95,78,99,6.35,overcast clouds
603,Gweta,BW,-20.1833,25.2333,65.8,40,0,12.91,clear sky
604,Lagunas,PE,-5.2269,-75.6753,70.92,98,71,0.96,broken clouds
605,Cordoba,AR,-31.4135,-64.1811,34.75,71,0,9.22,clear sky
606,Tigre,AR,-34.426,-58.5796,40.21,88,0,2.3,clear sky
607,Plainfield,US,40.6168,-74.4173,73.08,94,75,0.0,moderate rain
608,Iguatemi,BR,-23.6803,-54.5611,57.15,83,100,6.67,overcast clouds
609,Northam,GB,51.0333,-4.2167,73.26,44,78,11.92,broken clouds
610,Svetlyy,RU,54.675,20.1347,66.96,49,43,13.24,scattered clouds
611,Ponta Delgada,PT,37.7333,-25.6667,71.51,83,75,9.22,broken clouds
612,Iwanai,JP,42.9744,140.5089,66.78,98,100,0.98,light rain
613,Qurayyat,SA,31.3318,37.3428,89.78,19,0,9.22,clear sky
614,Gunnedah,AU,-30.9833,150.25,49.53,92,68,5.93,broken clouds
615,Lukovetskiy,RU,64.2956,41.9211,71.24,39,32,6.51,scattered clouds
616,Alta Floresta,BR,-9.8756,-56.0861,69.55,67,8,4.81,clear sky
617,Naron,ES,43.5167,-8.1528,74.91,54,10,2.21,clear sky
618,Qasigiannguit,GL,68.8193,-51.1922,44.85,81,86,5.55,overcast clouds
619,Kibala,TD,9.1104,18.3463,75.25,86,100,3.04,light rain
620,Sainte-Martine,CA,45.2501,-73.7992,70.02,80,61,6.6,broken clouds
621,Superior,US,46.7208,-92.1041,67.48,95,100,8.05,fog
622,Iskateley,RU,67.6803,53.1512,74.73,55,100,10.8,overcast clouds
623,Seybaplaya,MX,19.65,-90.6667,75.9,84,45,9.98,scattered clouds
624,Sosnovo-Ozerskoye,RU,52.5249,111.5418,75.9,26,6,10.4,clear sky
625,Kichera,RU,55.9375,110.0997,66.31,64,20,5.7,few clouds
626,Vitim,RU,59.4511,112.5578,69.13,52,100,4.99,overcast clouds
627,Point Pedro,LK,9.8167,80.2333,85.87,69,83,13.38,moderate rain
628,Batagay-Alyta,RU,67.8006,130.4114,49.05,81,100,2.98,overcast clouds
629,Tahta,EG,26.7693,31.5021,94.28,20,3,18.7,clear sky
630,Yeppoon,AU,-23.1333,150.7333,67.78,85,13,5.95,few clouds
631,Weligama,LK,5.9667,80.4167,83.75,70,100,12.19,overcast clouds
632,Grand Baie,MU,-20.0182,57.5802,72.45,69,49,10.0,scattered clouds
633,Tekeli,KZ,44.83,78.8239,87.55,17,35,12.01,scattered clouds
634,Turayf,SA,31.6725,38.6637,93.45,24,0,6.91,clear sky
635,Ilinskiy,RU,55.619,38.1182,71.31,46,20,7.0,few clouds
636,Flin Flon,CA,54.7682,-101.865,62.65,96,100,3.18,overcast clouds
637,Micheweni,TZ,-4.9667,39.8333,79.21,66,34,16.37,light rain
638,Palmer,US,42.1584,-72.3287,69.17,88,75,0.0,broken clouds
639,Port Hedland,AU,-20.3167,118.5667,80.65,24,1,10.36,clear sky
640,Kindu,CD,-2.95,25.95,91.96,37,41,0.69,scattered clouds
641,Shrewsbury,GB,52.7101,-2.7521,74.68,64,100,9.75,overcast clouds
642,Tucuman,AR,-26.8241,-65.2226,33.8,86,0,8.05,clear sky
643,Muroto,JP,33.2833,134.15,80.38,82,100,16.93,overcast clouds
644,Fernley,US,39.608,-119.2518,81.75,20,74,4.0,broken clouds
645,Male,MV,4.1748,73.5089,84.15,84,75,12.66,moderate rain
646,Pangoa,PE,-12.1167,-73.0,64.53,99,46,2.93,scattered clouds
647,Chapais,CA,49.7834,-74.8492,58.78,94,48,3.22,scattered clouds
648,Onverwacht,SR,5.5833,-55.1833,75.85,100,40,0.0,fog
649,Panna,IN,24.7167,80.2,97.7,35,58,13.78,broken clouds
650,Kaele,CM,10.1092,14.4508,74.61,85,100,8.72,overcast clouds
651,Ballina,AU,-28.8667,153.5667,59.77,70,33,12.01,scattered clouds
652,Skowhegan,US,44.7651,-69.7192,66.38,94,71,2.06,broken clouds
653,Isselburg,DE,51.8333,6.4667,71.04,40,23,3.36,few clouds
654,Balkanabat,TM,39.5108,54.3671,110.03,7,0,16.11,clear sky
655,Avera,US,33.194,-82.5271,73.54,90,19,3.85,few clouds
656,Kamenka,RU,51.3223,42.7678,83.41,40,37,11.74,scattered clouds
657,Linaon,PH,9.9499,122.4483,83.03,76,100,9.91,overcast clouds
658,Ossora,RU,59.2353,163.0719,68.79,61,73,15.57,broken clouds
659,Neftcala,AZ,39.3742,49.2472,89.6,46,0,14.07,clear sky
660,Ayios Nikolaos,GR,38.4167,23.65,96.66,24,0,5.75,clear sky
661,Nambiyur,IN,11.3667,77.3333,87.39,45,99,7.11,overcast clouds
662,Bokovskaya,RU,49.229,41.8306,88.41,33,19,8.95,few clouds
663,Banda Aceh,ID,5.5577,95.3222,86.09,67,47,12.39,scattered clouds
664,Buckeye,US,33.3703,-112.5838,93.11,49,100,5.08,overcast clouds
665,Concarneau,FR,47.875,-3.9225,82.81,37,80,13.96,broken clouds
666,Trelew,AR,-43.249,-65.3051,37.42,57,90,9.17,overcast clouds
667,Muros,ES,42.7762,-9.0603,70.36,73,84,5.03,broken clouds
668,Karachi,PK,24.9056,67.0822,93.02,59,40,16.11,scattered clouds
669,Satkhira,BD,22.7167,89.1,91.76,56,80,18.37,broken clouds
670,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,46.9,89,99,4.45,overcast clouds
671,Sioux Lookout,CA,50.1001,-91.917,62.67,100,0,0.0,clear sky
672,Gualaquiza,EC,-3.4,-78.55,59.59,97,99,1.28,overcast clouds
673,Kloulklubed,PW,7.0419,134.2556,79.3,72,100,4.32,overcast clouds
674,Gavrilovka Vtoraya,RU,52.877,42.7663,74.89,63,31,6.55,scattered clouds
675,Booue,GA,-0.0921,11.9385,82.76,57,62,3.69,broken clouds
676,Port Augusta,AU,-32.5,137.7667,54.0,63,69,8.63,broken clouds
677,Srandakan,ID,-7.9386,110.2506,80.31,78,79,11.72,light rain
